ImageId,EncodedPixels
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,46786 1 47310 1 47834 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,162082 1 162605 6 163127 9 163651 9 164174 10 164698 11 165222 11 165745 12 166269 12 166794 11 167318 11 167842 10 168367 9 168893 6
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,56762 1 57282 6 57806 7 58329 8 58853 9 59376 11 59900 11 60424 12 60948 12 61471 13 61995 13 62519 13 63043 13 63567 13 64091 13 64616 11 65140 10 65665 8 66190 7
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,721 8 1244 10 1768 11 2291 13 2815 13 3338 14 3862 15 4386 16 4909 17 5433 17 5957 18 6481 18 7005 18 7529 18 8053 18 8577 18 9101 18 9625 17 10149 17 10673 16 11198 15 11722 14 12246 13 12770 12 13295 10 13819 10 14343 10 14867 10 15391 9 15915 9 16438 10 16962 11 17486 12 18010 12 18534 13 19057 14 19581 15 20105 15 20629 15 21153 15 21677 15 22201 15 22725 15 23249 14 23774 12 24299 10 24825 7
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,42651 3 43174 7 43696 9 44220 10 44744 10 45267 12 45791 12 46314 14 46838 14 47362 15 47886 15 48410 15 48934 15 49458 16 49982 16 50506 16 51030 16 51554 16 52078 16 52603 14 53128 13 53653 11 54178 8 54705 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,159503 5 160026 7 160549 9 161072 10 161596 11 162119 13 162643 13 163167 13 163691 14 164214 15 164738 15 165262 15 165786 15 166310 15 166834 15 167358 15 167882 15 168406 15 168930 15 169454 15 169978 15 170502 15 171026 15 171550 14 172074 14 172598 14 173123 12 173647 12 174171 12 174696 10 175220 10 175745 9 176269 9 176793 9 177317 9 177841 9 178366 8 178891 7 179416 5 179943 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,134355 2 134878 5 135402 6 135925 8 136449 9 136972 10 137496 11 138020 11 138544 12 139067 14 139591 14 140115 15 140639 15 141163 15 141687 15 142211 15 142735 16 143259 16 143784 15 144308 15 144833 14 145357 14 145882 12 146407 11 146933 7 147459 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,110780 1 111303 5 111824 9 112349 7 112873 5 113397 5 113922 3
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,70459 4 70982 7 71505 9 72028 11 72552 11 73076 11 73600 12 74124 11 74648 11 75174 9 75700 5
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,267 5 785 19 1309 19 1833 19 2357 19 2881 19 3404 20 3928 20 4452 19 4975 20 5499 20 6023 20 6547 20 7071 19 7595 19 8119 18 8643 18 9167 18 9691 18 10215 17 10739 17 11262 18 11786 18 12310 17 12834 17 13358 17 13882 17 14406 17 14930 16 15454 16 15978 16 16502 16 17026 15 17550 15 18074 15 18598 15 19122 14 19646 14 20171 12 20695 12 21219 12 21744 10 22268 9 22792 9 23316 9 23840 9 24364 10 24888 10 24911 4 25412 11 25432 9 25936 12 25953 13 26460 13 26474 16 26984 30 27508 31 28032 31 28556 31 29080 31 29604 31 30128 31 30653 30 31177 30 31701 29 32225 29 32749 29 33273 29 33797 29 34321 28 34845 28 35368 29 35892 28 36416 28 36939 28 37463 27 37986 22 38510 21 39034 20 39558 19 40081 20 40605 20 41129 20 41653 20 42177 20 42702 19 43226 20 43750 20 44274 20 44799 20 45323 20 45847 8 45858 9 46372 3 46385 6 46896 3 46911 4 47420 2 47436 4 47943 4 47961 2 48466 8 48989 10 49513 11 49541 1 50036 13 50064 2 50560 14 50588 3 51084 15 51112 4 51608 15 51636 5 52133 14 52160 5 52657 15 52684 7 53181 15 53207 8 53706 14 53731 9 54230 15 54255 9 54754 16 54779 10 55279 16 55302 11 55803 17 55826 11 56327 18 56350 12 56852 34 57376 35 57900 35 58425 34 58949 33 59473 33 59997 34 60522 33 61046 32 61571 31 62096 30 62621 29 63147 27 63672 27 64199 24 64726 21 65252 19 65776 19 66301 19 66825 19 67350 19 67874 19 68398 20 68922 21 69446 21 69970 21 70494 22 71018 22 71542 22 72065 24 72588 25 73110 27 73632 29 74153 33 74675 35 75199 17 75218 16 75722 16 75743 16 76244 17 76268 15 76767 18 76793 15 77290 18 77318 15 77814 18 77842 15 78338 18 78367 16 78861 18 78891 17 79385 18 79416 17 79909 18 79941 19 80433 18 80465 20 80488 3 80957 18 80990 26 81481 18 81515 25 82005 18 82039 25 82529 18 82563 26 83053 18 83088 25 83578 17 83612 25 84102 17 84136 25 84627 16 84660 24 85151 16 85184 24 85676 15 85708 24 86201 15 86232 23 86725 15 86757 21 87250 14 87281 20 87774 15 87806 19 88298 16 88331 18 88822 19 88855 17 89347 19 89380 16 89871 20 89907 12 90395 20 90433 10 90919 20 90960 5 91443 19 91967 19 92490 18 93014 17 93538 16 94061 17 94585 16 95108 17 95632 16 96156 16 96679 17 97202 17 97726 17 98250 17 98773 18 99297 17 99820 18 100344 18 100868 17 101391 17 101915 17 102439 17 102963 16 103486 17 104010 17 104534 16 105058 16 105582 16 106105 17 106629 17 107154 15 107678 15 108202 16 108726 16 109250 17 109774 17 110299 17 110823 18 111348 18 111873 18 112398 18 112923 17 113447 18 113972 21 114496 23 115020 24 115545 24 116069 25 116593 25 117117 26 117641 26 118165 26 118689 27 119214 26 119737 29 120261 31 120785 33 121309 35 121833 36 122356 38 122879 40 123403 41 123926 22 123950 18 124449 19 124476 17 124973 18 125001 16 125496 18 125526 15 126019 18 126050 15 126543 18 126574 15 127066 19 127099 14 127589 20 127623 14 128113 20 128147 15 128636 22 128672 14 129159 23 129196 14 129683 24 129721 14 130206 25 130245 14 130730 25 130770 14 131254 25 131294 15 131777 27 131819 16 132301 27 132343 17 132825 27 132868 16 133349 28 133392 17 133872 29 133916 18 134396 29 134440 18 134920 29 134963 19 135444 10 135458 15 135487 19 135968 6 135983 14 136010 20 136492 4 136507 14 136534 20 137016 3 137032 13 137057 21 137540 3 137557 12 137580 22 138064 2 138082 14 138103 23 138588 2 138607 42 139112 1 139135 38 139659 38 140184 37 140708 36 141219 9 141230 38 141741 50 142265 50 142789 50 143313 50 143837 49 144361 49 144885 48 145409 48 145934 47 146458 46 146982 45 147506 44 148031 40 148555 32 149079 30 149604 28 150128 28 150652 28 151177 26 151701 26 152226 25 152751 24 153276 23 153801 21 154329 17 154854 15 155380 11
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,159573 2 160096 10 160619 13 161143 14 161666 17 162189 20 162713 21 163237 22 163760 25 163789 1 164284 33 164808 35 165332 37 165856 39 166381 38 166905 39 167429 39 167954 38 168478 38 169003 38 169527 38 170052 13 170066 23 170577 11 170591 21 171104 5 171115 21 171640 20 172164 20 172687 21 173211 20 173735 20 174258 21 174782 21 175306 20 175830 19 176353 19 176877 17 177400 17 177925 15 178449 13 178974 10 179499 8 180024 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,123948 2 124468 8 124991 10 125514 12 126037 13 126561 13 127085 14 127609 14 128133 14 128658 14 129182 14 129707 14 130231 14 130755 15 131279 15 131804 15 132328 15 132852 16 133377 15 133901 15 134425 15 134949 14 135473 14 135997 13 136521 13 137045 12 137569 11 138096 7
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,7637 1 8158 5 8682 6 9205 8 9728 9 10250 13 10773 15 11297 15 11820 18 12343 19 12867 20 13390 21 13914 21 14438 21 14961 21 15485 20 16009 18 16533 17 17057 16 17581 15 18105 15 18629 14 19153 12 19677 11 20201 10 20726 7 21252 3
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,97240 3 97763 6 98285 10 98809 11 99332 12 99856 13 100379 15 100903 15 101427 16 101951 16 102475 16 102999 16 103523 16 104047 16 104570 17 105094 17 105618 17 106142 17 106666 17 107190 17 107714 17 108238 18 108762 18 109286 18 109810 18 110335 17 110859 16 111384 15 111910 12
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,40647 3 41169 6 41692 8 42216 8 42740 9 43263 10 43787 11 44311 11 44835 11 45359 11 45883 11 46407 11 46931 11 47456 9 47980 9 48505 7 49031 5 49557 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,19706 1 20229 4 20752 6 21275 8 21799 8 22322 10 22846 10 23370 10 23893 11 24417 11 24941 11 25464 13 25988 13 26512 13 27036 13 27560 13 28083 14 28607 13 29131 13 29655 13 30180 11 30704 11 31228 10 31752 10 32276 9 32801 7 33326 5
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,153846 5 154370 6 154893 8 155417 10 155940 12 156464 13 156988 15 157511 17 158035 18 158559 19 159084 19 159608 19 160133 19 160657 19 161182 19 161706 19 162231 18 162755 19 163279 19 163804 18 164328 18 164853 17 165377 17 165902 16 166428 13 166953 11 167480 6
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,130798 1 131322 5 131845 6 132369 6 132892 7 133416 8 133940 8 134464 8 134988 8 135512 8 136036 8 136561 7 137086 6 137611 5 138136 4 138662 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,37550 7 38073 9 38596 10 39119 12 39643 12 40166 14 40690 14 41213 15 41737 15 42261 15 42785 15 43309 15 43833 15 44357 15 44880 16 45404 16 45928 16 46452 16 46976 16 47500 15 48024 15 48548 15 49072 15 49596 15 50120 15 50644 15 51168 14 51692 14 52216 14 52740 14 53264 14 53788 13 54312 13 54836 13 55360 13 55884 12 56408 11 56926 15 57448 14 57971 13 58493 14 59016 14 59539 15 60062 16 60586 17 61109 17 61633 17 62157 17 62681 17 63205 18 63729 18 64253 18 64777 18 65301 18 65825 18 66349 19 66874 18 67398 18 67922 18 68447 17 68971 17 69495 17 70020 15 70545 14 71069 13 71594 12 72118 11 72643 9 73168 7 73693 5 74218 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,105657 3 106180 6 106197 6 106703 10 106720 9 107226 28 107750 29 108274 30 108798 30 109322 30 109845 31 110369 31 110894 30 111418 30 111943 30 112468 28 112992 27 113517 25 114041 22 114566 18 115091 16 115616 13 116140 13 116665 11 117189 11 117713 11 118238 10 118762 10 119286 9 119810 9 120335 7 120859 6 121384 4 121910 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,171689 3 172211 5 172734 7 173257 10 173780 11 174304 12 174827 13 175351 14 175875 14 176399 14 176923 14 177446 15 177971 14 178495 13 179020 12 179545 9 180072 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,144970 2 145494 4 146017 7 146541 7 147065 8 147589 8 148113 9 148636 10 149161 10 149685 10 150209 11 150733 11 151258 9 151782 9 152306 8 152831 5 153357 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,88399 1 88921 6 89444 8 89967 10 90490 11 91014 12 91537 13 92061 13 92584 14 93108 14 93632 13 94156 13 94679 14 95203 14 95728 12 96252 12 96776 11 97299 11 97824 9 98350 6 98875 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,892 13 1416 14 1939 15 2463 15 2987 16 3510 17 4034 18 4558 20 5082 21 5606 20 6130 19 6654 19 7178 19 7702 18 8226 17 8750 16 9274 16 9798 15 10323 13 10847 12 11371 11 11895 11 12420 9 12945 8 13470 7 13994 6 14519 5 15046 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,17667 1 18191 1 18715 2 18729 3 19238 3 19251 6 19762 4 19773 8 20286 5 20294 11 20809 21 21333 20 21857 20 22381 11 22905 9 23429 8 23953 6 24478 4 25003 2 25527 1 26051 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,30796 1 31316 10 31839 12 32362 13 32885 14 33408 15 33931 16 34454 17 34978 17 35501 18 36024 19 36548 18 37071 19 37594 20 38117 21 38641 20 39164 20 39687 21 40210 22 40732 23 41255 24 41778 25 42302 25 42825 26 43348 26 43872 26 44395 27 44919 26 45443 25 45967 23 46491 22 47015 20 47539 17 48063 16 48587 15 49110 15 49634 15 50158 14 50682 13 51206 13 51729 14 52253 13 52777 13 53300 14 53824 14 54347 15 54871 14 55394 15 55918 15 56442 15 56966 14 57490 14 58014 13 58538 13 59062 13 59586 12 60110 12 60634 12 61159 10 61685 8 62210 5
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,130331 2 130854 5 131378 7 131901 9 132425 10 132949 20 133473 23 133998 23 134522 24 135047 23 135571 23 136096 22 136623 19 137149 16 137675 14 138201 9 138727 5
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,65896 4 66418 7 66941 9 67464 10 67988 10 68512 10 69035 11 69559 10 70084 9 70608 8 71132 8 71656 8 72180 7 72705 5 73230 4 73754 4 74278 5 74802 6 75326 7 75849 9 76373 9 76896 11 77419 13 77942 14 78466 14 78990 15 79513 16 80037 15 80561 15 81085 15 81608 16 82132 16 82656 16 83180 16 83704 15 84229 14 84753 14 85277 14 85801 14 86325 13 86850 12 87375 9 87902 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,920 17 1444 18 1967 19 2491 19 3014 21 3537 22 4060 23 4583 24 5105 26 5629 25 6154 23 6678 22 7202 22 7726 22 8251 21 8776 19 9300 19 9825 18 10350 17 10875 16 11400 15 11925 13 12451 8
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,96302 6 96825 9 97348 11 97871 13 98395 14 98918 16 99442 16 99966 17 100489 18 101013 18 101537 18 102061 18 102585 18 103109 18 103633 18 104157 17 104681 16 105206 15 105730 14 106255 12 106780 10
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,21902 8 21920 1 22424 12 22438 9 22947 26 23471 27 23994 29 24518 30 24561 2 24568 3 25041 31 25082 16 25565 31 25605 19 26089 31 26127 23 26612 33 26650 25 27136 33 27172 28 27660 64 28184 64 28707 34 28742 31 29231 34 29267 30 29755 33 29792 29 30279 30 30317 28 30804 25 30842 27 31329 19 31368 25 31853 15 31894 23 32379 12 32419 22 32906 7 32943 22 33468 21 33993 21 34517 21 35042 21 35567 22 36092 23 36617 24 37142 24 37667 23 38193 2 38200 15 38728 11 39254 10 39780 6 40305 3
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,64352 2 64876 3 65398 7 65921 8 66444 10 66967 12 67490 13 68014 13 68537 15 69060 16 69584 17 70108 17 70632 17 71156 17 71680 18 72204 18 72728 17 73252 17 73776 16 74300 16 74824 15 75349 13 75874 11 76399 8 76928 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,37634 5 38151 14 38674 18 39197 21 39721 22 40244 25 40768 29 41292 31 41816 33 42340 34 42864 35 43389 34 43913 35 44438 34 44962 34 45487 33 46012 33 46537 32 47062 31 47586 31 48111 30 48635 30 49160 29 49685 28 50210 27 50734 26 51259 22 51784 18 52308 4 52313 6
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,10380 3 10903 8 11426 9 11949 11 12473 12 12997 12 13521 12 14045 12 14570 11 15094 11 15619 9 16144 7 16671 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,117829 5 118352 7 118875 9 119398 11 119921 13 120445 14 120968 15 121492 15 122016 16 122540 15 123064 15 123587 16 124111 16 124635 16 125159 16 125682 16 126206 15 126730 15 127253 15 127777 15 128300 15 128823 16 129347 15 129870 15 130394 14 130917 15 131440 16 131964 16 132487 17 133010 17 133533 18 134056 19 134578 22 135100 24 135622 25 136144 27 136668 27 137191 28 137715 29 138239 28 138762 29 139286 29 139810 29 140334 29 140858 28 141382 28 141906 27 142430 26 142954 25 143479 23 144004 15 144528 10 145054 6 145580 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,54404 5 54927 7 55451 9 55975 10 56498 11 57022 12 57546 13 58069 14 58594 14 59118 14 59642 14 60166 14 60690 14 61214 13 61739 11 62266 6
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,2025 1 2547 5 3070 8 3593 10 4116 11 4639 13 5162 15 5686 15 6209 17 6733 17 7257 17 7781 17 8305 17 8829 18 9353 18 9877 18 10402 17 10927 16 10949 2 11452 29 11979 27 12508 24 13035 21 13560 20 14084 20 14607 21 15131 21 15655 20 16179 20 16703 19 17227 19 17751 19 18276 17 18800 17 19325 15 19850 14 20375 12 20900 10 21425 6
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,58101 5 58624 7 59147 8 59670 9 60194 10 60717 11 61242 10 61766 10 62290 10 62814 10 63338 10 63862 10 64387 9 64912 8 65438 5 65965 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,118902 2 119425 6 119948 7 120471 9 120994 10 121518 11 122042 11 122565 12 123088 13 123612 14 124136 14 124660 14 125184 14 125708 13 126231 14 126756 13 127280 12 127805 11 128329 11 128853 10 129379 8
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,148241 2 148764 5 149288 6 149812 7 150335 8 150859 8 151383 8 151907 8 152431 8 152955 8 153479 8 154003 7 154528 4 155053 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,1011 23 1534 25 2058 26 2582 26 3106 26 3630 26 4154 26 4678 26 5201 27 5725 26 6249 25 6773 25 7297 23 7821 17 7841 2 8346 8 8872 3
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,45565 2 46086 7 46609 10 47133 10 47656 12 48179 13 48702 15 49226 15 49749 16 50273 17 50797 17 51321 17 51845 17 52369 17 52894 16 53418 16 53943 15 54468 14 54992 14 55517 12 56042 11 56569 6
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,23553 10 24076 11 24599 12 25122 13 25646 14 26170 14 26694 15 27218 15 27742 14 28267 14 28791 14 29315 14 29840 13 30364 14 30888 14 31412 14 31937 13 32461 14 32985 14 33509 14 34033 15 34557 15 35081 15 35604 16 36128 16 36652 16 37176 16 37700 16 38225 15 38749 14 39273 14 39798 12 40322 12 40846 11 41372 8 41896 7 42421 3
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,64950 1 65472 6 65996 6 66520 7 67044 7 67567 9 68092 8 68618 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,112116 3 112638 5 113161 4 113684 6 114208 7 114733 6 115257 6 115780 6 116304 5 116829 3
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,77534 1 78058 1 78581 2 79105 2 79628 4 80152 4 80675 6 81199 6 81722 7 82246 7 82770 7 83294 7 83818 7 84342 7 84865 8 85390 6 85914 6 86439 5 86963 5 87490 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,118926 2 119450 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,120501 2 121025 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,162946 1 163469 3 163994 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,165566 1 166089 3 166613 3 167138 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,168186 1 168710 2 169234 2 169758 1
0114f484a16c152baa2d82fdd43740880a762c93f436c8988ac461c5c9dbe7d5,44336 9 44590 12 44845 14 45100 16 45355 18 45610 19 45865 20 46121 20 46377 19 46633 19 46889 18 47146 16 47402 15 47659 13 47916 11 48174 7
0114f484a16c152baa2d82fdd43740880a762c93f436c8988ac461c5c9dbe7d5,49768 7 50023 9 50277 12 50531 15 50786 16 51041 18 51296 19 51552 19 51807 20 52063 20 52319 19 52575 19 52830 20 53087 18 53343 18 53599 17 53855 16 54112 14 54369 12 54629 6
0114f484a16c152baa2d82fdd43740880a762c93f436c8988ac461c5c9dbe7d5,10379 7 10633 11 10888 13 11143 14 11398 15 11653 17 11908 18 12163 19 12419 18 12675 18 12930 19 13186 18 13442 18 13698 17 13954 17 14210 16 14467 14 14724 12 14981 9 15238 7
0114f484a16c152baa2d82fdd43740880a762c93f436c8988ac461c5c9dbe7d5,30360 8 30614 11 30866 16 31120 18 31374 21 31628 23 31883 24 32138 24 32393 25 32648 25 32903 26 33158 26 33414 25 33670 24 33926 23 34181 23 34437 21 34693 20 34950 18 35206 17 35462 16 35719 13 35977 9
